node_1	node_1_id	node_1_type	node_2	node_2_id	node_2_type
SCN5A	6331	protein	membrane depolarization during Purkinje myocyte cell action potential	GO:0086047	biological_function
SCN5A	6331	protein	membrane depolarization during bundle of His cell action potential	GO:0086048	biological_function
SCN5A	6331	protein	AV node cell to bundle of His cell communication	GO:0086067	biological_function
SCN1B	6324	protein	regulation of heart rate by cardiac conduction	GO:0086091	biological_function
SCN5A	6331	protein	regulation of heart rate by cardiac conduction	GO:0086091	biological_function
SCN5A	6331	protein	membrane depolarization during atrial cardiac muscle cell action potential	GO:0098912	biological_function
SCN5A	6331	protein	regulation of sodium ion transmembrane transport	GO:1902305	biological_function
HTR1B	3351	protein	positive regulation of vascular smooth muscle cell proliferation	GO:1904707	biological_function
adenylate cyclase-inhibiting serotonin receptor signaling pathway	GO:0007198	biological_function	adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway	GO:0007193	biological_function
positive regulation of transcription by RNA polymerase II	GO:0045944	biological_function	positive regulation of transcription, DNA-templated	GO:0045893	biological_function
positive regulation of sodium ion transport	GO:0010765	biological_function	sodium ion transport	GO:0006814	biological_function
regulation of cardiac muscle contraction	GO:0055117	biological_function	cardiac muscle contraction	GO:0060048	biological_function
regulation of sodium ion transmembrane transporter activity	GO:2000649	biological_function	regulation of sodium ion transmembrane transport	GO:1902305	biological_function
sodium ion transmembrane transport	GO:0035725	biological_function	sodium ion transport	GO:0006814	biological_function
regulation of cardiac muscle cell contraction	GO:0086004	biological_function	regulation of cardiac muscle contraction	GO:0055117	biological_function
ventricular cardiac muscle cell action potential	GO:0086005	biological_function	cardiac muscle cell action potential involved in contraction	GO:0086002	biological_function
membrane depolarization during action potential	GO:0086010	biological_function	membrane depolarization	GO:0051899	biological_function
membrane depolarization during cardiac muscle cell action potential	GO:0086012	biological_function	membrane depolarization during action potential	GO:0086010	biological_function
atrial cardiac muscle cell action potential	GO:0086014	biological_function	cardiac muscle cell action potential involved in contraction	GO:0086002	biological_function
membrane depolarization during AV node cell action potential	GO:0086045	biological_function	AV node cell action potential	GO:0086016	biological_function
membrane depolarization during AV node cell action potential	GO:0086045	biological_function	membrane depolarization during cardiac muscle cell action potential	GO:0086012	biological_function
membrane depolarization during SA node cell action potential	GO:0086046	biological_function	SA node cell action potential	GO:0086015	biological_function
membrane depolarization during SA node cell action potential	GO:0086046	biological_function	membrane depolarization during cardiac muscle cell action potential	GO:0086012	biological_function
membrane depolarization during Purkinje myocyte cell action potential	GO:0086047	biological_function	membrane depolarization during cardiac muscle cell action potential	GO:0086012	biological_function
membrane depolarization during bundle of His cell action potential	GO:0086048	biological_function	bundle of His cell action potential	GO:0086043	biological_function
membrane depolarization during bundle of His cell action potential	GO:0086048	biological_function	membrane depolarization during cardiac muscle cell action potential	GO:0086012	biological_function
regulation of heart rate by cardiac conduction	GO:0086091	biological_function	regulation of heart rate	GO:0002027	biological_function
membrane depolarization during atrial cardiac muscle cell action potential	GO:0098912	biological_function	atrial cardiac muscle cell action potential	GO:0086014	biological_function
membrane depolarization during atrial cardiac muscle cell action potential	GO:0098912	biological_function	membrane depolarization during cardiac muscle cell action potential	GO:0086012	biological_function
regulation of sodium ion transmembrane transport	GO:1902305	biological_function	sodium ion transmembrane transport	GO:0035725	biological_function
