node_1	node_2	node_1_type	node_2_type	node_1_name	node_2_name
54840	GO:0000012	protein	biological_function	APTX	single strand break repair
55775	GO:0000012	protein	biological_function	TDP1	single strand break repair
200558	GO:0000012	protein	biological_function	APLF	single strand break repair
328	GO:0006281	protein	biological_function	APEX1	DNA repair
571	GO:0006281	protein	biological_function	BACH1	DNA repair
1111	GO:0006281	protein	biological_function	CHEK1	DNA repair
1137	GO:0006281	protein	biological_function	CHRNA4	DNA repair
2067	GO:0006281	protein	biological_function	ERCC1	DNA repair
2071	GO:0006281	protein	biological_function	ERCC3	DNA repair
2072	GO:0006281	protein	biological_function	ERCC4	DNA repair
2956	GO:0006281	protein	biological_function	MSH6	DNA repair
4436	GO:0006281	protein	biological_function	MSH2	DNA repair
4437	GO:0006281	protein	biological_function	MSH3	DNA repair
4869	GO:0006281	protein	biological_function	NPM1	DNA repair
5422	GO:0006281	protein	biological_function	POLA1	DNA repair
5889	GO:0006281	protein	biological_function	RAD51C	DNA repair
5976	GO:0006281	protein	biological_function	UPF1	DNA repair
6117	GO:0006281	protein	biological_function	RPA1	DNA repair
7319	GO:0006281	protein	biological_function	UBE2A	DNA repair
7320	GO:0006281	protein	biological_function	UBE2B	DNA repair
7405	GO:0006281	protein	biological_function	UVRAG	DNA repair
7507	GO:0006281	protein	biological_function	XPA	DNA repair
7516	GO:0006281	protein	biological_function	XRCC2	DNA repair
7517	GO:0006281	protein	biological_function	XRCC3	DNA repair
8846	GO:0006281	protein	biological_function	ALKBH1	DNA repair
9400	GO:0006281	protein	biological_function	RECQL5	DNA repair
9960	GO:0006281	protein	biological_function	USP3	DNA repair
10111	GO:0006281	protein	biological_function	RAD50	DNA repair
10155	GO:0006281	protein	biological_function	TRIM28	DNA repair
11284	GO:0006281	protein	biological_function	PNKP	DNA repair
11315	GO:0006281	protein	biological_function	PARK7	DNA repair
22890	GO:0006281	protein	biological_function	ZBTB1	DNA repair
22909	GO:0006281	protein	biological_function	FAN1	DNA repair
25842	GO:0006281	protein	biological_function	ASF1A	DNA repair
25988	GO:0006281	protein	biological_function	HINFP	DNA repair
29089	GO:0006281	protein	biological_function	UBE2T	DNA repair
29997	GO:0006281	protein	biological_function	NOP53	DNA repair
55120	GO:0006281	protein	biological_function	FANCL	DNA repair
55775	GO:0006281	protein	biological_function	TDP1	DNA repair
56160	GO:0006281	protein	biological_function	NSMCE3	DNA repair
58493	GO:0006281	protein	biological_function	INIP	DNA repair
64210	GO:0006281	protein	biological_function	MMS19	DNA repair
64859	GO:0006281	protein	biological_function	NABP1	DNA repair
65123	GO:0006281	protein	biological_function	INTS3	DNA repair
79008	GO:0006281	protein	biological_function	SLX1B	DNA repair
79035	GO:0006281	protein	biological_function	NABP2	DNA repair
80198	GO:0006281	protein	biological_function	MUS81	DNA repair
84083	GO:0006281	protein	biological_function	ZRANB3	DNA repair
84464	GO:0006281	protein	biological_function	SLX4	DNA repair
84939	GO:0006281	protein	biological_function	MUM1	DNA repair
85015	GO:0006281	protein	biological_function	USP45	DNA repair
221120	GO:0006281	protein	biological_function	ALKBH3	DNA repair
378708	GO:0006281	protein	biological_function	CENPS	DNA repair
548593	GO:0006281	protein	biological_function	SLX1A	DNA repair
9984	GO:0000018	protein	biological_function	THOC1	regulation of DNA recombination
10189	GO:0000018	protein	biological_function	ALYREF	regulation of DNA recombination
2067	GO:0006310	protein	biological_function	ERCC1	DNA recombination
5889	GO:0006310	protein	biological_function	RAD51C	DNA recombination
5893	GO:0006310	protein	biological_function	RAD52	DNA recombination
6832	GO:0006310	protein	biological_function	SUPV3L1	DNA recombination
9156	GO:0006310	protein	biological_function	EXO1	DNA recombination
10111	GO:0006310	protein	biological_function	RAD50	DNA recombination
79725	GO:0006310	protein	biological_function	THAP9	DNA recombination
10111	GO:0000019	protein	biological_function	RAD50	regulation of mitotic recombination
2067	GO:0006312	protein	biological_function	ERCC1	mitotic recombination
4839	GO:0000027	protein	biological_function	NOP2	ribosomal large subunit assembly
6125	GO:0000027	protein	biological_function	RPL5	ribosomal large subunit assembly
6135	GO:0000027	protein	biological_function	RPL11	ribosomal large subunit assembly
23212	GO:0000027	protein	biological_function	RRS1	ribosomal large subunit assembly
23246	GO:0000027	protein	biological_function	BOP1	ribosomal large subunit assembly
29997	GO:0000027	protein	biological_function	NOP53	ribosomal large subunit assembly
83939	GO:0042255	protein	biological_function	EIF2A	ribosome assembly
2971	GO:0042273	protein	biological_function	GTF3A	ribosomal large subunit biogenesis
6125	GO:0042273	protein	biological_function	RPL5	ribosomal large subunit biogenesis
6129	GO:0042273	protein	biological_function	RPL7	ribosomal large subunit biogenesis
6135	GO:0042273	protein	biological_function	RPL11	ribosomal large subunit biogenesis
6154	GO:0042273	protein	biological_function	RPL26	ribosomal large subunit biogenesis
6165	GO:0042273	protein	biological_function	RPL35A	ribosomal large subunit biogenesis
9045	GO:0042273	protein	biological_function	RPL14	ribosomal large subunit biogenesis
23212	GO:0042273	protein	biological_function	RRS1	ribosomal large subunit biogenesis
55003	GO:0042273	protein	biological_function	PAK1IP1	ribosomal large subunit biogenesis
84154	GO:0042273	protein	biological_function	RPF2	ribosomal large subunit biogenesis
115416	GO:0042273	protein	biological_function	MALSU1	ribosomal large subunit biogenesis
55164	GO:0022618	protein	biological_function	SHQ1	ribonucleoprotein complex assembly
6208	GO:0000028	protein	biological_function	RPS14	ribosomal small subunit assembly
6223	GO:0000028	protein	biological_function	RPS19	ribosomal small subunit assembly
26284	GO:0000028	protein	biological_function	ERAL1	ribosomal small subunit assembly
6194	GO:0042274	protein	biological_function	RPS6	ribosomal small subunit biogenesis
6201	GO:0042274	protein	biological_function	RPS7	ribosomal small subunit biogenesis
6209	GO:0042274	protein	biological_function	RPS15	ribosomal small subunit biogenesis
6217	GO:0042274	protein	biological_function	RPS16	ribosomal small subunit biogenesis
6218	GO:0042274	protein	biological_function	RPS17	ribosomal small subunit biogenesis
6223	GO:0042274	protein	biological_function	RPS19	ribosomal small subunit biogenesis
6229	GO:0042274	protein	biological_function	RPS24	ribosomal small subunit biogenesis
6234	GO:0042274	protein	biological_function	RPS28	ribosomal small subunit biogenesis
55781	GO:0042274	protein	biological_function	RIOK2	ribosomal small subunit biogenesis
83732	GO:0042274	protein	biological_function	RIOK1	ribosomal small subunit biogenesis
88745	GO:0042274	protein	biological_function	RRP36	ribosomal small subunit biogenesis
30	GO:0000038	protein	biological_function	ACAA1	very long-chain fatty acid metabolic process
51	GO:0000038	protein	biological_function	ACOX1	very long-chain fatty acid metabolic process
225	GO:0000038	protein	biological_function	ABCD2	very long-chain fatty acid metabolic process
5828	GO:0000038	protein	biological_function	PEX2	very long-chain fatty acid metabolic process
8529	GO:0000038	protein	biological_function	CYP4F2	very long-chain fatty acid metabolic process
10965	GO:0000038	protein	biological_function	ACOT2	very long-chain fatty acid metabolic process
10998	GO:0000038	protein	biological_function	SLC27A5	very long-chain fatty acid metabolic process
23205	GO:0000038	protein	biological_function	ACSBG1	very long-chain fatty acid metabolic process
122970	GO:0000038	protein	biological_function	ACOT4	very long-chain fatty acid metabolic process
641371	GO:0000038	protein	biological_function	ACOT1	very long-chain fatty acid metabolic process
2678	GO:0006631	protein	biological_function	GGT1	fatty acid metabolic process
2687	GO:0006631	protein	biological_function	GGT5	fatty acid metabolic process
8879	GO:0006631	protein	biological_function	SGPL1	fatty acid metabolic process
27329	GO:0006631	protein	biological_function	ANGPTL3	fatty acid metabolic process
50640	GO:0006631	protein	biological_function	PNPLA8	fatty acid metabolic process
51102	GO:0006631	protein	biological_function	MECR	fatty acid metabolic process
54677	GO:0006631	protein	biological_function	CROT	fatty acid metabolic process
57834	GO:0006631	protein	biological_function	CYP4F11	fatty acid metabolic process
81616	GO:0006631	protein	biological_function	ACSBG2	fatty acid metabolic process
117145	GO:0006631	protein	biological_function	THEM4	fatty acid metabolic process
197322	GO:0006631	protein	biological_function	ACSF3	fatty acid metabolic process
4036	GO:0030001	protein	biological_function	LRP2	metal ion transport
5861	GO:0000045	protein	biological_function	RAB1A	autophagosome assembly
7879	GO:0000045	protein	biological_function	RAB7A	autophagosome assembly
9776	GO:0000045	protein	biological_function	ATG13	autophagosome assembly
22863	GO:0000045	protein	biological_function	ATG14	autophagosome assembly
23192	GO:0000045	protein	biological_function	ATG4B	autophagosome assembly
23241	GO:0000045	protein	biological_function	PACS2	autophagosome assembly
23673	GO:0000045	protein	biological_function	STX12	autophagosome assembly
26100	GO:0000045	protein	biological_function	WIPI2	autophagosome assembly
29979	GO:0000045	protein	biological_function	UBQLN1	autophagosome assembly
51715	GO:0000045	protein	biological_function	RAB23	autophagosome assembly
55626	GO:0000045	protein	biological_function	AMBRA1	autophagosome assembly
57535	GO:0000045	protein	biological_function	KIAA1324	autophagosome assembly
58476	GO:0000045	protein	biological_function	TP53INP2	autophagosome assembly
60673	GO:0000045	protein	biological_function	ATG101	autophagosome assembly
79065	GO:0000045	protein	biological_function	ATG9A	autophagosome assembly
83460	GO:0000045	protein	biological_function	EMC6	autophagosome assembly
84557	GO:0000045	protein	biological_function	MAP1LC3A	autophagosome assembly
84938	GO:0000045	protein	biological_function	ATG4C	autophagosome assembly
285973	GO:0000045	protein	biological_function	ATG9B	autophagosome assembly
345611	GO:0000045	protein	biological_function	IRGM	autophagosome assembly
8417	GO:0070925	protein	biological_function	STX7	organelle assembly
23400	GO:1905037	protein	biological_function	ATP13A2	autophagosome organization
445	GO:0000050	protein	biological_function	ASS1	urea cycle
5009	GO:0000050	protein	biological_function	OTC	urea cycle
148811	GO:0043604	protein	biological_function	PM20D1	amide biosynthetic process
1559	GO:0019627	protein	biological_function	CYP2C9	urea metabolic process
445	GO:0000052	protein	biological_function	ASS1	citrulline metabolic process
23564	GO:0000052	protein	biological_function	DDAH2	citrulline metabolic process
23576	GO:0000052	protein	biological_function	DDAH1	citrulline metabolic process
445	GO:0000053	protein	biological_function	ASS1	argininosuccinate metabolic process
7514	GO:0000054	protein	biological_function	XPO1	ribosomal subunit export from nucleus
4931	GO:0042254	protein	biological_function	NVL	ribosome biogenesis
6234	GO:0042254	protein	biological_function	RPS28	ribosome biogenesis
7514	GO:0042254	protein	biological_function	XPO1	ribosome biogenesis
26149	GO:0042254	protein	biological_function	ZNF658	ribosome biogenesis
64794	GO:0042254	protein	biological_function	DDX31	ribosome biogenesis
92345	GO:0042254	protein	biological_function	NAF1	ribosome biogenesis
5901	GO:0000055	protein	biological_function	RAN	ribosomal large subunit export from nucleus
7514	GO:0000055	protein	biological_function	XPO1	ribosomal large subunit export from nucleus
51068	GO:0000055	protein	biological_function	NMD3	ribosomal large subunit export from nucleus
5901	GO:0000056	protein	biological_function	RAN	ribosomal small subunit export from nucleus
6209	GO:0000056	protein	biological_function	RPS15	ribosomal small subunit export from nucleus
7514	GO:0000056	protein	biological_function	XPO1	ribosomal small subunit export from nucleus
207	GO:0000060	protein	biological_function	AKT1	protein import into nucleus, translocation
602	GO:0000060	protein	biological_function	BCL3	protein import into nucleus, translocation
604	GO:0000060	protein	biological_function	BCL6	protein import into nucleus, translocation
3458	GO:0000060	protein	biological_function	IFNG	protein import into nucleus, translocation
4504	GO:0000060	protein	biological_function	MT3	protein import into nucleus, translocation
4985	GO:0000060	protein	biological_function	OPRD1	protein import into nucleus, translocation
4991	GO:0000060	protein	biological_function	OR1D2	protein import into nucleus, translocation
5901	GO:0000060	protein	biological_function	RAN	protein import into nucleus, translocation
7040	GO:0000060	protein	biological_function	TGFB1	protein import into nucleus, translocation
7124	GO:0000060	protein	biological_function	TNF	protein import into nucleus, translocation
8644	GO:0000060	protein	biological_function	AKR1C3	protein import into nucleus, translocation
10204	GO:0000060	protein	biological_function	NUTF2	protein import into nucleus, translocation
10952	GO:0000060	protein	biological_function	SEC61B	protein import into nucleus, translocation
11331	GO:0000060	protein	biological_function	PHB2	protein import into nucleus, translocation
55696	GO:0000060	protein	biological_function	RBM22	protein import into nucleus, translocation
754	GO:0006606	protein	biological_function	PTTG1IP	protein import into nucleus
3837	GO:0006606	protein	biological_function	KPNB1	protein import into nucleus
4321	GO:0006606	protein	biological_function	MMP12	protein import into nucleus
5901	GO:0006606	protein	biological_function	RAN	protein import into nucleus
6774	GO:0006606	protein	biological_function	STAT3	protein import into nucleus
9670	GO:0006606	protein	biological_function	IPO13	protein import into nucleus
10204	GO:0006606	protein	biological_function	NUTF2	protein import into nucleus
84268	GO:0006606	protein	biological_function	RPAIN	protein import into nucleus
144165	GO:0006606	protein	biological_function	PRICKLE1	protein import into nucleus
2017	GO:0006886	protein	biological_function	CTTN	intracellular protein transport
4905	GO:0006886	protein	biological_function	NSF	intracellular protein transport
6642	GO:0006886	protein	biological_function	SNX1	intracellular protein transport
9179	GO:0006886	protein	biological_function	AP4M1	intracellular protein transport
9874	GO:0006886	protein	biological_function	TLK1	intracellular protein transport
10013	GO:0006886	protein	biological_function	HDAC6	intracellular protein transport
10016	GO:0006886	protein	biological_function	PDCD6	intracellular protein transport
10569	GO:0006886	protein	biological_function	SLU7	intracellular protein transport
10938	GO:0006886	protein	biological_function	EHD1	intracellular protein transport
10959	GO:0006886	protein	biological_function	TMED2	intracellular protein transport
10972	GO:0006886	protein	biological_function	TMED10	intracellular protein transport
11020	GO:0006886	protein	biological_function	IFT27	intracellular protein transport
23161	GO:0006886	protein	biological_function	SNX13	intracellular protein transport
27236	GO:0006886	protein	biological_function	ARFIP1	intracellular protein transport
29886	GO:0006886	protein	biological_function	SNX8	intracellular protein transport
51429	GO:0006886	protein	biological_function	SNX9	intracellular protein transport
58533	GO:0006886	protein	biological_function	SNX6	intracellular protein transport
63894	GO:0006886	protein	biological_function	VIPAS39	intracellular protein transport
63971	GO:0006886	protein	biological_function	KIF13A	intracellular protein transport
65057	GO:0006886	protein	biological_function	ACD	intracellular protein transport
79971	GO:0006886	protein	biological_function	WLS	intracellular protein transport
81609	GO:0006886	protein	biological_function	SNX27	intracellular protein transport
91949	GO:0006886	protein	biological_function	COG7	intracellular protein transport
283987	GO:0006886	protein	biological_function	HID1	intracellular protein transport
5347	GO:0000070	protein	biological_function	PLK1	mitotic sister chromatid segregation
5901	GO:0000070	protein	biological_function	RAN	mitotic sister chromatid segregation
7756	GO:0000070	protein	biological_function	ZNF207	mitotic sister chromatid segregation
9183	GO:0000070	protein	biological_function	ZW10	mitotic sister chromatid segregation
9700	GO:0000070	protein	biological_function	ESPL1	mitotic sister chromatid segregation
10615	GO:0000070	protein	biological_function	SPAG5	mitotic sister chromatid segregation
11130	GO:0000070	protein	biological_function		mitotic sister chromatid segregation
51203	GO:0000070	protein	biological_function	NUSAP1	mitotic sister chromatid segregation
54617	GO:0000070	protein	biological_function	INO80	mitotic sister chromatid segregation
84861	GO:0000070	protein	biological_function	KLHL22	mitotic sister chromatid segregation
90417	GO:0000070	protein	biological_function	KNSTRN	mitotic sister chromatid segregation
9113	GO:0000819	protein	biological_function	LATS1	sister chromatid segregation
64858	GO:0000075	protein	biological_function	DCLRE1B	cell cycle checkpoint
247	GO:0045786	protein	biological_function	ALOX15B	negative regulation of cell cycle
650	GO:0045786	protein	biological_function	BMP2	negative regulation of cell cycle
652	GO:0045786	protein	biological_function	BMP4	negative regulation of cell cycle
655	GO:0045786	protein	biological_function	BMP7	negative regulation of cell cycle
1021	GO:0045786	protein	biological_function	CDK6	negative regulation of cell cycle
1027	GO:0045786	protein	biological_function	CDKN1B	negative regulation of cell cycle
1620	GO:0045786	protein	biological_function	BRINP1	negative regulation of cell cycle
2625	GO:0045786	protein	biological_function	GATA3	negative regulation of cell cycle
3248	GO:0045786	protein	biological_function	HPGD	negative regulation of cell cycle
3624	GO:0045786	protein	biological_function	INHBA	negative regulation of cell cycle
4221	GO:0045786	protein	biological_function		negative regulation of cell cycle
5119	GO:0045786	protein	biological_function	CHMP1A	negative regulation of cell cycle
5796	GO:0045786	protein	biological_function	PTPRK	negative regulation of cell cycle
6196	GO:0045786	protein	biological_function	RPS6KA2	negative regulation of cell cycle
6878	GO:0045786	protein	biological_function	TAF6	negative regulation of cell cycle
7040	GO:0045786	protein	biological_function	TGFB1	negative regulation of cell cycle
10859	GO:0045786	protein	biological_function	LILRB1	negative regulation of cell cycle
26001	GO:0045786	protein	biological_function	RNF167	negative regulation of cell cycle
51053	GO:0045786	protein	biological_function	GMNN	negative regulation of cell cycle
55450	GO:0045786	protein	biological_function	CAMK2N1	negative regulation of cell cycle
90313	GO:0045786	protein	biological_function	TP53I13	negative regulation of cell cycle
168451	GO:0045786	protein	biological_function	THAP5	negative regulation of cell cycle
351	GO:0009987	protein	biological_function	APP	cellular process
4131	GO:0009987	protein	biological_function	MAP1B	cellular process
203068	GO:0009987	protein	biological_function	TUBB	cellular process
1763	GO:0000076	protein	biological_function	DNA2	DNA replication checkpoint
54962	GO:0000076	protein	biological_function	TIPIN	DNA replication checkpoint
81620	GO:0000076	protein	biological_function	CDT1	DNA replication checkpoint
545	GO:0000077	protein	biological_function	ATR	DNA damage checkpoint
1111	GO:0000077	protein	biological_function	CHEK1	DNA damage checkpoint
1869	GO:0000077	protein	biological_function	E2F1	DNA damage checkpoint
3014	GO:0000077	protein	biological_function	H2AFX	DNA damage checkpoint
3364	GO:0000077	protein	biological_function	HUS1	DNA damage checkpoint
4683	GO:0000077	protein	biological_function	NBN	DNA damage checkpoint
5810	GO:0000077	protein	biological_function	RAD1	DNA damage checkpoint
5883	GO:0000077	protein	biological_function	RAD9A	DNA damage checkpoint
5884	GO:0000077	protein	biological_function	RAD17	DNA damage checkpoint
9575	GO:0000077	protein	biological_function	CLOCK	DNA damage checkpoint
25896	GO:0000077	protein	biological_function	INTS7	DNA damage checkpoint
25988	GO:0000077	protein	biological_function	HINFP	DNA damage checkpoint
29935	GO:0000077	protein	biological_function	RPA4	DNA damage checkpoint
29980	GO:0000077	protein	biological_function	DONSON	DNA damage checkpoint
51776	GO:0000077	protein	biological_function	MAP3K20	DNA damage checkpoint
57646	GO:0000077	protein	biological_function	USP28	DNA damage checkpoint
63967	GO:0000077	protein	biological_function	CLSPN	DNA damage checkpoint
83695	GO:0000077	protein	biological_function	RHNO1	DNA damage checkpoint
261726	GO:0000077	protein	biological_function	TIPRL	DNA damage checkpoint
25	GO:0006974	protein	biological_function	ABL1	cellular response to DNA damage stimulus
142	GO:0006974	protein	biological_function	PARP1	cellular response to DNA damage stimulus
322	GO:0006974	protein	biological_function	APBB1	cellular response to DNA damage stimulus
324	GO:0006974	protein	biological_function	APC	cellular response to DNA damage stimulus
472	GO:0006974	protein	biological_function	ATM	cellular response to DNA damage stimulus
545	GO:0006974	protein	biological_function	ATR	cellular response to DNA damage stimulus
595	GO:0006974	protein	biological_function	CCND1	cellular response to DNA damage stimulus
596	GO:0006974	protein	biological_function	BCL2	cellular response to DNA damage stimulus
602	GO:0006974	protein	biological_function	BCL3	cellular response to DNA damage stimulus
604	GO:0006974	protein	biological_function	BCL6	cellular response to DNA damage stimulus
641	GO:0006974	protein	biological_function	BLM	cellular response to DNA damage stimulus
842	GO:0006974	protein	biological_function	CASP9	cellular response to DNA damage stimulus
1018	GO:0006974	protein	biological_function	CDK3	cellular response to DNA damage stimulus
1026	GO:0006974	protein	biological_function	CDKN1A	cellular response to DNA damage stimulus
1111	GO:0006974	protein	biological_function	CHEK1	cellular response to DNA damage stimulus
1161	GO:0006974	protein	biological_function	ERCC8	cellular response to DNA damage stimulus
1263	GO:0006974	protein	biological_function	PLK3	cellular response to DNA damage stimulus
1386	GO:0006974	protein	biological_function	ATF2	cellular response to DNA damage stimulus
1493	GO:0006974	protein	biological_function	CTLA4	cellular response to DNA damage stimulus
1642	GO:0006974	protein	biological_function	DDB1	cellular response to DNA damage stimulus
1663	GO:0006974	protein	biological_function	DDX11	cellular response to DNA damage stimulus
2332	GO:0006974	protein	biological_function	FMR1	cellular response to DNA damage stimulus
2794	GO:0006974	protein	biological_function	GNL1	cellular response to DNA damage stimulus
3014	GO:0006974	protein	biological_function	H2AFX	cellular response to DNA damage stimulus
4067	GO:0006974	protein	biological_function	LYN	cellular response to DNA damage stimulus
4176	GO:0006974	protein	biological_function	MCM7	cellular response to DNA damage stimulus
4221	GO:0006974	protein	biological_function		cellular response to DNA damage stimulus
4332	GO:0006974	protein	biological_function	MNDA	cellular response to DNA damage stimulus
4361	GO:0006974	protein	biological_function	MRE11	cellular response to DNA damage stimulus
4609	GO:0006974	protein	biological_function	MYC	cellular response to DNA damage stimulus
4773	GO:0006974	protein	biological_function	NFATC2	cellular response to DNA damage stimulus
4968	GO:0006974	protein	biological_function	OGG1	cellular response to DNA damage stimulus
5252	GO:0006974	protein	biological_function	PHF1	cellular response to DNA damage stimulus
5423	GO:0006974	protein	biological_function	POLB	cellular response to DNA damage stimulus
5883	GO:0006974	protein	biological_function	RAD9A	cellular response to DNA damage stimulus
5884	GO:0006974	protein	biological_function	RAD17	cellular response to DNA damage stimulus
5888	GO:0006974	protein	biological_function	RAD51	cellular response to DNA damage stimulus
5893	GO:0006974	protein	biological_function	RAD52	cellular response to DNA damage stimulus
5929	GO:0006974	protein	biological_function	RBBP5	cellular response to DNA damage stimulus
5930	GO:0006974	protein	biological_function	RBBP6	cellular response to DNA damage stimulus
6787	GO:0006974	protein	biological_function	NEK4	cellular response to DNA damage stimulus
6794	GO:0006974	protein	biological_function	STK11	cellular response to DNA damage stimulus
6839	GO:0006974	protein	biological_function	SUV39H1	cellular response to DNA damage stimulus
6872	GO:0006974	protein	biological_function	TAF1	cellular response to DNA damage stimulus
7153	GO:0006974	protein	biological_function	TOP2A	cellular response to DNA damage stimulus
7157	GO:0006974	protein	biological_function	TP53	cellular response to DNA damage stimulus
7158	GO:0006974	protein	biological_function	TP53BP1	cellular response to DNA damage stimulus
7161	GO:0006974	protein	biological_function	TP73	cellular response to DNA damage stimulus
7317	GO:0006974	protein	biological_function	UBA1	cellular response to DNA damage stimulus
7320	GO:0006974	protein	biological_function	UBE2B	cellular response to DNA damage stimulus
7325	GO:0006974	protein	biological_function	UBE2E2	cellular response to DNA damage stimulus
7415	GO:0006974	protein	biological_function	VCP	cellular response to DNA damage stimulus
7486	GO:0006974	protein	biological_function	WRN	cellular response to DNA damage stimulus
7528	GO:0006974	protein	biological_function	YY1	cellular response to DNA damage stimulus
7832	GO:0006974	protein	biological_function	BTG2	cellular response to DNA damage stimulus
8517	GO:0006974	protein	biological_function	IKBKG	cellular response to DNA damage stimulus
8812	GO:0006974	protein	biological_function	CCNK	cellular response to DNA damage stimulus
8914	GO:0006974	protein	biological_function	TIMELESS	cellular response to DNA damage stimulus
8924	GO:0006974	protein	biological_function	HERC2	cellular response to DNA damage stimulus
9025	GO:0006974	protein	biological_function	RNF8	cellular response to DNA damage stimulus
9031	GO:0006974	protein	biological_function	BAZ1B	cellular response to DNA damage stimulus
9070	GO:0006974	protein	biological_function	ASH2L	cellular response to DNA damage stimulus
9100	GO:0006974	protein	biological_function	USP10	cellular response to DNA damage stimulus
9261	GO:0006974	protein	biological_function	MAPKAPK2	cellular response to DNA damage stimulus
9320	GO:0006974	protein	biological_function	TRIP12	cellular response to DNA damage stimulus
9344	GO:0006974	protein	biological_function	TAOK2	cellular response to DNA damage stimulus
9557	GO:0006974	protein	biological_function	CHD1L	cellular response to DNA damage stimulus
9766	GO:0006974	protein	biological_function	SUSD6	cellular response to DNA damage stimulus
9768	GO:0006974	protein	biological_function	PCLAF	cellular response to DNA damage stimulus
9923	GO:0006974	protein	biological_function	ZBTB40	cellular response to DNA damage stimulus
10010	GO:0006974	protein	biological_function	TANK	cellular response to DNA damage stimulus
10111	GO:0006974	protein	biological_function	RAD50	cellular response to DNA damage stimulus
10210	GO:0006974	protein	biological_function	TOPORS	cellular response to DNA damage stimulus
10413	GO:0006974	protein	biological_function	YAP1	cellular response to DNA damage stimulus
10451	GO:0006974	protein	biological_function	VAV3	cellular response to DNA damage stimulus
10519	GO:0006974	protein	biological_function	CIB1	cellular response to DNA damage stimulus
10600	GO:0006974	protein	biological_function		cellular response to DNA damage stimulus
10721	GO:0006974	protein	biological_function	POLQ	cellular response to DNA damage stimulus
11011	GO:0006974	protein	biological_function	TLK2	cellular response to DNA damage stimulus
11073	GO:0006974	protein	biological_function	TOPBP1	cellular response to DNA damage stimulus
11200	GO:0006974	protein	biological_function	CHEK2	cellular response to DNA damage stimulus
22890	GO:0006974	protein	biological_function	ZBTB1	cellular response to DNA damage stimulus
23054	GO:0006974	protein	biological_function	NCOA6	cellular response to DNA damage stimulus
23064	GO:0006974	protein	biological_function	SETX	cellular response to DNA damage stimulus
23137	GO:0006974	protein	biological_function	SMC5	cellular response to DNA damage stimulus
23411	GO:0006974	protein	biological_function	SIRT1	cellular response to DNA damage stimulus
23514	GO:0006974	protein	biological_function	SPIDR	cellular response to DNA damage stimulus
25836	GO:0006974	protein	biological_function	NIPBL	cellular response to DNA damage stimulus
28992	GO:0006974	protein	biological_function	MACROD1	cellular response to DNA damage stimulus
29089	GO:0006974	protein	biological_function	UBE2T	cellular response to DNA damage stimulus
29997	GO:0006974	protein	biological_function	NOP53	cellular response to DNA damage stimulus
50485	GO:0006974	protein	biological_function	SMARCAL1	cellular response to DNA damage stimulus
