node_1	node_2	node_1_type	node_2_type	node_1_name	node_2_name
DB00668	153	drug	protein	epinephrine	ADRB1
DB00408	153	drug	protein	loxapine	ADRB1
DB01064	153	drug	protein	isoprenaline	ADRB1
DB01407	153	drug	protein	clenbuterol	ADRB1
DB01001	153	drug	protein	albuterol	ADRB1
DB00264	153	drug	protein	metoprolol	ADRB1
DB00195	153	drug	protein	betaxolol	ADRB1
DB08808	153	drug	protein	bupranolol	ADRB1
DB00841	153	drug	protein	dobutamine	ADRB1
DB00938	153	drug	protein	salmeterol	ADRB1
DB08893	153	drug	protein	mirabegron	ADRB1
DB00373	153	drug	protein	timolol	ADRB1
DB00321	153	drug	protein	amitriptyline	ADRB1
DB00248	153	drug	protein	cabergoline	ADRB1
DB01102	153	drug	protein	Arbutamine	ADRB1
DB06216	153	drug	protein	asenapine	ADRB1
DB01297	153	drug	protein		ADRB1
DB00983	153	drug	protein	formoterol	ADRB1
DB04861	153	drug	protein	nebivolol	ADRB1
DB04846	153	drug	protein	celiprolol	ADRB1
DB00370	153	drug	protein	mirtazapine	ADRB1
DB01049	153	drug	protein	Ergoloid mesylate	ADRB1
DB01210	153	drug	protein	levobunolol	ADRB1
DB01580	153	drug	protein	oxprenolol	ADRB1
DB01203	153	drug	protein	nadolol	ADRB1
carazolol	153	drug	protein		ADRB1
DB09301	2668	drug	protein	CHONDROITIN SODIUM	GDNF
DB00661	775	drug	protein	verapamil	CACNA1C
DB09229	775	drug	protein	Aranidipine	CACNA1C
DB00653	775	drug	protein	Magnesium Sulfate	CACNA1C
DB00825	775	drug	protein	levomenthol	CACNA1C
DB04855	775	drug	protein	dronedarone	CACNA1C
DB13500	775	drug	protein	otilonium	CACNA1C
DB00568	775	drug	protein	cinnarizine	CACNA1C
DB08872	775	drug	protein	gabapentin-enacarbil	CACNA1C
DB09089	775	drug	protein	trimebutine	CACNA1C
DB09230	775	drug	protein	azelnidipine	CACNA1C
DB00230	775	drug	protein	pregabalin	CACNA1C
DB00270	775	drug	protein	isradipine	CACNA1C
DB00622	775	drug	protein	nicardipine	CACNA1C
DB01023	775	drug	protein	felodipine	CACNA1C
DB12278	775	drug	protein	propiverine	CACNA1C
DB00996	775	drug	protein	gabapentin	CACNA1C
DB00308	775	drug	protein	ibutilide	CACNA1C
DB00898	775	drug	protein	Ethanol	CACNA1C
DB00381	775	drug	protein	amlodipine	CACNA1C
DB09090	775	drug	protein	pinaverium	CACNA1C
DB00343	775	drug	protein	diltiazem	CACNA1C
DB01115	775	drug	protein	nifedipine	CACNA1C
DB00401	775	drug	protein	nisoldipine	CACNA1C
DB00393	775	drug	protein	nimodipine	CACNA1C
DB00421	775	drug	protein	spironolactone	CACNA1C
DB04920	775	drug	protein	cleviprex	CACNA1C
DB09235	775	drug	protein	Efonidipine	CACNA1C
DB00201	3708	drug	protein	caffeine	ITPR1
DB09462	3708	drug	protein	Glycerin	ITPR1
DB00909	767	drug	protein	zonisamide	CA8
DB03904	1499	drug	protein	urea	CTNNB1
DB00071	5925	drug	protein	insulin, neutral	RB1
DB00030	5925	drug	protein	insulin human	RB1
DB01169	1026	drug	protein	Arsenic trioxide	CDKN1A
DB00129	10166	drug	protein	L-Ornithine	SLC25A15
DB06616	1017	drug	protein	bosutinib	CDK2
DB04272	9146	drug	protein		HGS
DB01277	3486	drug	protein	Mecasermin	IGFBP3
DB00523	3486	drug	protein	Alitretinoin	IGFBP3
DB04866	1277	drug	protein	halofuginone	COL1A1
DB00048	1277	drug	protein	Collagenase clostridium histolyticum	COL1A1
DB00091	819	drug	protein	cyclosporine	CAMLG
DB12010	1445	drug	protein	fostamatinib	CSK
DB01254	1445	drug	protein	dasatinib	CSK
DB00047	3643	drug	protein	Insulin Glargine	INSR
DB01307	3643	drug	protein	Insulin Detemir	INSR
DB00071	3643	drug	protein	insulin, neutral	INSR
DB09564	3643	drug	protein	Insulin Degludec	INSR
DB01309	3643	drug	protein	Insulin Glulisine	INSR
DB01306	3643	drug	protein	insulin aspart, biphasic isophane [injection]	INSR
DB12010	3643	drug	protein	fostamatinib	INSR
DB00030	3643	drug	protein	insulin human	INSR
DB01277	3643	drug	protein	Mecasermin	INSR
DB00046	3643	drug	protein	Insulin Lispro	INSR
DB00047	3480	drug	protein	Insulin Glargine	IGF1R
DB00071	3480	drug	protein	insulin, neutral	IGF1R
DB00030	3480	drug	protein	insulin human	IGF1R
DB01277	3480	drug	protein	Mecasermin	IGF1R
DB00046	3480	drug	protein	Insulin Lispro	IGF1R
DB01179	3480	drug	protein	podophyllotoxin	IGF1R
DB03754	1634	drug	protein	Tromethamine	DCN
DB00002	1956	drug	protein	Cetuximab	EGFR
DB00072	1956	drug	protein	trastuzumab	EGFR
DB09559	1956	drug	protein	Necitumumab	EGFR
DB00317	1956	drug	protein	gefitinib	EGFR
DB00281	1956	drug	protein	lidocaine	EGFR
DB12010	1956	drug	protein	fostamatinib	EGFR
DB00530	1956	drug	protein	erlotinib	EGFR
DB05294	1956	drug	protein	vandetanib	EGFR
DB00279	5111	drug	protein	liothyronine	PCNA
DB00444	7155	drug	protein	teniposide	TOP2B
DB00380	7155	drug	protein	dexrazoxane	TOP2B
DB00970	7155	drug	protein	dactinomycin	TOP2B
DB00773	7155	drug	protein	etoposide	TOP2B
DB00694	7155	drug	protein	daunorubicin	TOP2B
DB01593	1915	drug	protein	zinc	EEF1A1
DB08875	3791	drug	protein	cabozantinib	KDR
DB05578	3791	drug	protein	Ramucirumab	KDR
DB00398	3791	drug	protein	sorafenib	KDR
DB08901	3791	drug	protein	ponatinib	KDR
DB01268	3791	drug	protein	sunitinib	KDR
DB08896	3791	drug	protein	regorafenib	KDR
DB12010	3791	drug	protein	fostamatinib	KDR
DB09079	3791	drug	protein	nintedanib	KDR
DB06626	3791	drug	protein	axitinib	KDR
DB06589	3791	drug	protein	pazopanib	KDR
DB05294	3791	drug	protein	vandetanib	KDR
DB09078	3791	drug	protein	lenvatinib	KDR
DB09371	2099	drug	protein	noretynodrel	ESR1
DB00977	2099	drug	protein	ethinyl-estradiol	ESR1
DB00655	2099	drug	protein	Estrone	ESR1
DB01708	2099	drug	protein	Dehydroepiandrosterone	ESR1
DB00947	2099	drug	protein	fulvestrant	ESR1
DB00882	2099	drug	protein	clomifene	ESR1
DB00648	2099	drug	protein	mitotane	ESR1
DB01196	2099	drug	protein	estramustine	ESR1
DB01357	2099	drug	protein	mestranol	ESR1
DB00396	2099	drug	protein	progesterone	ESR1
DB00783	2099	drug	protein	estradiol	ESR1
DB06202	2099	drug	protein	lasofoxifene	ESR1
DB00286	2099	drug	protein	Conjugated Estrogens	ESR1
DB02709	2099	drug	protein	resveratrol	ESR1
DB00823	2099	drug	protein	ethynodiol-diacetate	ESR1
DB06710	2099	drug	protein	Methyltestosterone	ESR1
DB01108	2099	drug	protein	trilostane	ESR1
DB00367	2099	drug	protein	levonorgestrel	ESR1
DB01593	2099	drug	protein	zinc	ESR1
DB11619	2099	drug	protein	gestrinone	ESR1
DB01431	2099	drug	protein	allylestrenol	ESR1
DB00539	2099	drug	protein	toremifene	ESR1
DB04575	2099	drug	protein	quinestrol	ESR1
DB00841	2099	drug	protein	dobutamine	ESR1
DB01183	2099	drug	protein	naloxone	ESR1
DB00675	2099	drug	protein	tamoxifen	ESR1
DB00957	2099	drug	protein	norgestimate	ESR1
DB04938	2099	drug	protein	ospemifene	ESR1
estropipate	2099	drug	protein		ESR1
DB01406	2099	drug	protein	danazol	ESR1
DB00304	2099	drug	protein	desogestrel	ESR1
DB01185	2099	drug	protein	fluoxymesterone	ESR1
DB06401	2099	drug	protein	bazedoxifene	ESR1
DB13943	2099	drug	protein	testosterone cypionate	ESR1
DB09070	2099	drug	protein	tibolone	ESR1
DB01065	2099	drug	protein	melatonin	ESR1
DB00481	2099	drug	protein	raloxifene	ESR1
DB00603	2099	drug	protein	medroxyprogesterone acetate	ESR1
DB00890	2099	drug	protein	dienestrol	ESR1
DB00624	2099	drug	protein	testosterone	ESR1
DB00255	2099	drug	protein	Diethylstilbestrol	ESR1
DB13954	2099	drug	protein	estradiol cypionate	ESR1
DB00398	2260	drug	protein	sorafenib	FGFR1
DB08901	2260	drug	protein	ponatinib	FGFR1
DB01109	2260	drug	protein	Heparin	FGFR1
DB01268	2260	drug	protein	sunitinib	FGFR1
DB08896	2260	drug	protein	regorafenib	FGFR1
DB12010	2260	drug	protein	fostamatinib	FGFR1
DB09079	2260	drug	protein	nintedanib	FGFR1
DB06589	2260	drug	protein	pazopanib	FGFR1
DB00039	2260	drug	protein	palifermin	FGFR1
DB09078	2260	drug	protein	lenvatinib	FGFR1
neridronic-acid	2224	drug	protein		FDPS
DB00884	2224	drug	protein	risedronate	FDPS
DB00630	2224	drug	protein	alendronate	FDPS
DB00282	2224	drug	protein	pamidronate	FDPS
minodronic-acid	2224	drug	protein		FDPS
DB00399	2224	drug	protein	zoledronic-acid	FDPS
DB00710	2224	drug	protein	ibandronate	FDPS
DB00070	7040	drug	protein	hyaluronidase (ovine)	TGFB1
DB01034	2194	drug	protein		FASN
DB01083	2194	drug	protein	orlistat	FASN
DB00339	2194	drug	protein	pyrazinamide	FASN
DB09517	2512	drug	protein	sodium ferric gluconate complex	FTL
DB00893	2512	drug	protein	IRON DEXTRAN	FTL
DB05099	2243	drug	protein	Ancrod	FGA
DB00015	2243	drug	protein	Reteplase	FGA
DB00031	2243	drug	protein	Tenecteplase	FGA
DB11571	2243	drug	protein		FGA
DB11572	2243	drug	protein	THROMBIN ALFA	FGA
DB01593	2243	drug	protein	zinc	FGA
DB00364	2243	drug	protein	sucralfate	FGA
DB00029	2243	drug	protein	Anistreplase	FGA
DB00009	2243	drug	protein	Alteplase	FGA
DB00635	2908	drug	protein	prednisone	NR3C1
DB01234	2908	drug	protein	dexamethasone	NR3C1
DB00663	2908	drug	protein	flumethasone	NR3C1
fludrocortisone-acetate	2908	drug	protein		NR3C1
DB00741	2908	drug	protein	hydrocortisone	NR3C1
DB01410	2908	drug	protein	ciclesonide	NR3C1
DB00596	2908	drug	protein	halobetasol	NR3C1
DB00620	2908	drug	protein	triamcinolone	NR3C1
megestrol-acetate	2908	drug	protein		NR3C1
DB00324	2908	drug	protein	fluorometholone	NR3C1
DB00687	2908	drug	protein	Fludrocortisone	NR3C1
DB00223	2908	drug	protein	DIFLORASONE	NR3C1
DB00396	2908	drug	protein	progesterone	NR3C1
dexamethasone-sodium-phosphate	2908	drug	protein		NR3C1
DB00443	2908	drug	protein	betamethasone	NR3C1
methylprednisolone-aceponate	2908	drug	protein		NR3C1
cortisone	2908	drug	protein		NR3C1
DB00860	2908	drug	protein	prednisolone	NR3C1
prednisolone-acetate	2908	drug	protein		NR3C1
fluocinolone-acetonide	2908	drug	protein		NR3C1
DB00873	2908	drug	protein	loteprednol	NR3C1
DB00588	2908	drug	protein	fluticasone propionate	NR3C1
hydrocortisone-butyrate	2908	drug	protein		NR3C1
DB01260	2908	drug	protein	desonide	NR3C1
DB00896	2908	drug	protein	rimexolone	NR3C1
DB00547	2908	drug	protein	desoximetasone	NR3C1
DB01380	2908	drug	protein	cortisone-acetate	NR3C1
DB00838	2908	drug	protein	CLOCORTOLONE	NR3C1
DB08867	2908	drug	protein	ulipristal	NR3C1
DB11619	2908	drug	protein	gestrinone	NR3C1
DB00288	2908	drug	protein	amcinonide	NR3C1
DB08906	2908	drug	protein	fluticasone furoate	NR3C1
DB00351	2908	drug	protein	megestrol acetate	NR3C1
DB00764	2908	drug	protein	mometasone	NR3C1
DB01013	2908	drug	protein	clobetasol-propionate	NR3C1
prednisolone-sodium-phosphate	2908	drug	protein		NR3C1
DB00180	2908	drug	protein	flunisolide	NR3C1
hydrocortisone-phosphate	2908	drug	protein		NR3C1
clobetasone-butyrate	2908	drug	protein		NR3C1
DB00591	2908	drug	protein	Fluocinolone Acetonide	NR3C1
DB00240	2908	drug	protein	ALCLOMETASONE	NR3C1
DB00834	2908	drug	protein	mifepristone	NR3C1
DB01185	2908	drug	protein	fluoxymesterone	NR3C1
DB01047	2908	drug	protein	fluocinonide	NR3C1
DB01222	2908	drug	protein	budesonide	NR3C1
DB06786	2908	drug	protein	halcinonide	NR3C1
DB00959	2908	drug	protein	methylprednisolone	NR3C1
DB00421	2908	drug	protein	spironolactone	NR3C1
DB01130	2908	drug	protein	prednicarbate	NR3C1
DB00253	2908	drug	protein	medrysone	NR3C1
DB00394	2908	drug	protein	beclomethasone-dipropionate	NR3C1
DB09091	2908	drug	protein	Tixocortol	NR3C1
DB00846	2908	drug	protein	fludroxycortide	NR3C1
DB11824	5871	drug	protein	tofogliflozin	MAP4K2
DB12010	5871	drug	protein	fostamatinib	MAP4K2
DB00945	3309	drug	protein	aspirin	HSPA5
DB13999	3309	drug	protein	MOROCTOCOG ALFA	HSPA5
DB00025	3309	drug	protein		HSPA5
DB00428	6514	drug	protein	streptozotocin	SLC2A2
DB00241	2898	drug	protein	butalbital	GRIK2
DB00849	2898	drug	protein	Methylphenobarbital	GRIK2
DB01352	2898	drug	protein	APROBARBITAL	GRIK2
DB00237	2898	drug	protein	butabarbital	GRIK2
DB00306	2898	drug	protein	Talbutal	GRIK2
DB01353	2898	drug	protein	Butethal	GRIK2
DB00794	2898	drug	protein	primidone	GRIK2
DB00599	2898	drug	protein	thiopental	GRIK2
DB01174	2898	drug	protein	Phenobarbital	GRIK2
DB00418	2898	drug	protein	Secobarbital	GRIK2
DB01351	2898	drug	protein	Amobarbital	GRIK2
DB00312	2898	drug	protein	Pentobarbital	GRIK2
DB00142	2898	drug	protein	L-Glutamic Acid	GRIK2
DB00273	2897	drug	protein	topiramate	GRIK1
DB00142	2897	drug	protein	L-Glutamic Acid	GRIK1
DB12010	3984	drug	protein	fostamatinib	LIMK1
DB08912	3984	drug	protein	dabrafenib	LIMK1
DB00039	3339	drug	protein	palifermin	HSPG2
DB00139	8974	drug	protein	Succinic acid	P4HA2
DB08818	708	drug	protein		C1QBP
hyaluronic-acid	708	drug	protein		C1QBP
DB00491	23193	drug	protein	miglitol	GANAB
DB00188	5684	drug	protein	bortezomib	PSMA3
DB08889	5684	drug	protein	carfilzomib	PSMA3
DB12010	5747	drug	protein	fostamatinib	PTK2
DB06372	3552	drug	protein	Rilonacept	IL1A
thiram	3717	drug	protein		JAK2
DB12010	3717	drug	protein	fostamatinib	JAK2
DB08895	3717	drug	protein	tofacitinib	JAK2
DB11817	3717	drug	protein	baricitinib	JAK2
DB08877	3717	drug	protein	ruxolitinib	JAK2
DB00031	3856	drug	protein	Tenecteplase	KRT8
DB06756	596	drug	protein	betaine	BCL2
DB01367	596	drug	protein	rasagiline	BCL2
DB11581	596	drug	protein	venetoclax	BCL2
DB01229	596	drug	protein	paclitaxel	BCL2
DB09401	596	drug	protein	isosorbide	BCL2
DB12243	596	drug	protein	edaravone	BCL2
DB09213	596	drug	protein	Dexibuprofen	BCL2
DB01248	596	drug	protein	docetaxel	BCL2
DB01050	596	drug	protein	ibuprofen	BCL2
DB08871	596	drug	protein	Eribulin	BCL2
DB00783	8678	drug	protein	estradiol	BECN1
DB13954	8678	drug	protein	estradiol cypionate	BECN1
DB00945	4790	drug	protein	aspirin	NFKB1
DB08814	4790	drug	protein	triflusal	NFKB1
DB01411	4790	drug	protein	pranlukast	NFKB1
DB01041	4790	drug	protein	Thalidomide	NFKB1
DB00244	240	drug	protein	mesalazine	ALOX5
tepoxalin	240	drug	protein		ALOX5
DB02709	240	drug	protein	resveratrol	ALOX5
DB00586	240	drug	protein	diclofenac	ALOX5
DB00744	240	drug	protein	zileuton	ALOX5
DB11994	240	drug	protein	diacerein	ALOX5
DB01014	240	drug	protein	balsalazide	ALOX5
DB12010	240	drug	protein	fostamatinib	ALOX5
DB00233	240	drug	protein	aminosalicylate	ALOX5
DB00795	240	drug	protein	sulfasalazine	ALOX5
DB08955	240	drug	protein	ibuproxam	ALOX5
DB00179	240	drug	protein	masoprocol	ALOX5
DB01017	240	drug	protein	minocycline	ALOX5
DB00939	240	drug	protein	meclofenamic-acid	ALOX5
DB00163	240	drug	protein	Vitamin E	ALOX5
DB00471	240	drug	protein	montelukast	ALOX5
silibinin	240	drug	protein		ALOX5
DB00514	4689	drug	protein	dextromethorphan	NCF4
DB00903	51176	drug	protein	etacrynic-acid	LEF1
DB12010	5567	drug	protein	fostamatinib	PRKACB
DB02709	6622	drug	protein	resveratrol	SNCA
DB00188	5970	drug	protein	bortezomib	RELA
DB08908	5970	drug	protein	dimethyl-fumarate	RELA
DB06151	5970	drug	protein	acetylcysteine	RELA
DB00852	2353	drug	protein	Pseudoephedrine	FOS
DB01592	2237	drug	protein	Iron	FEN1
DB01169	207	drug	protein	Arsenic trioxide	AKT1
DB02709	207	drug	protein	resveratrol	AKT1
arsenic-trioxide	207	drug	protein		AKT1
DB00398	2321	drug	protein	sorafenib	FLT1
DB01268	2321	drug	protein	sunitinib	FLT1
DB08896	2321	drug	protein	regorafenib	FLT1
DB09221	2321	drug	protein	Polaprezinc	FLT1
DB12010	2321	drug	protein	fostamatinib	FLT1
DB09079	2321	drug	protein	nintedanib	FLT1
DB06626	2321	drug	protein	axitinib	FLT1
DB06589	2321	drug	protein	pazopanib	FLT1
DB05294	2321	drug	protein	vandetanib	FLT1
DB09078	2321	drug	protein	lenvatinib	FLT1
DB09099	4985	drug	protein	somatostatin	OPRD1
DB00956	4985	drug	protein	Hydrocodone	OPRD1
DB01192	4985	drug	protein	Oxymorphone	OPRD1
DB00318	4985	drug	protein	Codeine	OPRD1
DB01081	4985	drug	protein	Diphenoxylate	OPRD1
DB00327	4985	drug	protein	Hydromorphone	OPRD1
butorphanol-(+)-tartrate	4985	drug	protein		OPRD1
DB00295	4985	drug	protein	Morphine	OPRD1
DB00193	4985	drug	protein	tramadol	OPRD1
DB09089	4985	drug	protein	trimebutine	OPRD1
DB06204	4985	drug	protein	tapentadol	OPRD1
DB11130	4985	drug	protein	Opium	OPRD1
DB06230	4985	drug	protein	nalmefene	OPRD1
DB00514	4985	drug	protein	dextromethorphan	OPRD1
DB00844	4985	drug	protein	nalbuphine	OPRD1
DB00813	4985	drug	protein	Fentanyl	OPRD1
DB00704	4985	drug	protein	naltrexone	OPRD1
DB09289	4985	drug	protein	tianeptine	OPRD1
DB09272	4985	drug	protein	eluxadoline	OPRD1
DB01452	4985	drug	protein	Heroin	OPRD1
DB06800	4985	drug	protein	methylnaltrexone	OPRD1
DB00921	4985	drug	protein	Buprenorphine	OPRD1
DB01183	4985	drug	protein	naloxone	OPRD1
DB00321	4985	drug	protein	amitriptyline	OPRD1
DB00647	4985	drug	protein	Dextropropoxyphene	OPRD1
DB00497	4985	drug	protein	Oxycodone	OPRD1
DB00854	4985	drug	protein	Levorphanol	OPRD1
DB00836	4985	drug	protein	loperamide	OPRD1
DB00611	4985	drug	protein	Butorphanol	OPRD1
DB00806	5147	drug	protein	pentoxifylline	PDE6D
DB00975	5147	drug	protein	dipyridamole	PDE6D
DB00083	388	drug	protein		RHOB
DB00126	5066	drug	protein	Vitamin C	PAM
DB04519	5465	drug	protein	octanoic acid	PPARA
DB00573	5465	drug	protein	fenoprofen	PPARA
DB01132	5465	drug	protein	pioglitazone	PPARA
DB01708	5465	drug	protein	Dehydroepiandrosterone	PPARA
DB01393	5465	drug	protein	bezafibrate	PPARA
DB01241	5465	drug	protein	gemfibrozil	PPARA
DB00132	5465	drug	protein		PPARA
DB01039	5465	drug	protein	fenofibrate	PPARA
DB00328	5465	drug	protein	indomethacin	PPARA
DB02709	5465	drug	protein	resveratrol	PPARA
DB08983	5465	drug	protein	etofibrate	PPARA
DB00313	5465	drug	protein	Valproic Acid	PPARA
DB09064	5465	drug	protein	ciprofibrate	PPARA
DB03017	5465	drug	protein		PPARA
DB00636	5465	drug	protein	clofibrate	PPARA
DB00412	5465	drug	protein	Rosiglitazone	PPARA
DB13873	5465	drug	protein	fenofibric-acid	PPARA
DB00159	5465	drug	protein	icosapent	PPARA
DB01050	5465	drug	protein	ibuprofen	PPARA
DB09006	5465	drug	protein	clinofibrate	PPARA
DB01064	8503	drug	protein	isoprenaline	PIK3R3
DB00201	5290	drug	protein	caffeine	PIK3CA
DB12483	5290	drug	protein	copanlisib	PIK3CA
DB09054	5290	drug	protein	idelalisib	PIK3CA
DB00851	5226	drug	protein	dacarbazine	PGD
DB00920	5226	drug	protein	ketotifen	PGD
DB01109	6403	drug	protein	Heparin	SELP
DB00594	25865	drug	protein	amiloride	PRKD2
DB06637	3739	drug	protein	dalfampridine	KCNA4
DB12010	2241	drug	protein	fostamatinib	FER
DB01169	5594	drug	protein	Arsenic trioxide	MAPK1
arsenic-trioxide	5594	drug	protein		MAPK1
DB01064	5594	drug	protein	isoprenaline	MAPK1
DB12010	4751	drug	protein	fostamatinib	NEK2
DB12010	5170	drug	protein	fostamatinib	PDPK1
DB00482	5170	drug	protein	celecoxib	PDPK1
DB00675	5590	drug	protein	tamoxifen	PRKCZ
DB00307	6256	drug	protein	bexarotene	RXRA
DB01393	6256	drug	protein	bezafibrate	RXRA
DB00755	6256	drug	protein	tretinoin	RXRA
DB00459	6256	drug	protein	acitretin	RXRA
DB00162	6256	drug	protein	retinol	RXRA
DB00132	6256	drug	protein		RXRA
DB00210	6256	drug	protein	adapalene	RXRA
DB01436	6256	drug	protein	alfacalcidol	RXRA
DB00412	6256	drug	protein	Rosiglitazone	RXRA
DB00749	6256	drug	protein	etodolac	RXRA
DB00523	6256	drug	protein	Alitretinoin	RXRA
DB01593	1191	drug	protein	zinc	CLU
DB12010	7048	drug	protein	fostamatinib	TGFBR2
DB09462	7048	drug	protein	Glycerin	TGFBR2
DB01593	10572	drug	protein	zinc	SIVA1
DB00864	2280	drug	protein	tacrolimus	FKBP1A
DB00877	2280	drug	protein	sirolimus	FKBP1A
zotarolimus	2280	drug	protein		FKBP1A
DB00337	2280	drug	protein	pimecrolimus	FKBP1A
DB12010	7046	drug	protein	fostamatinib	TGFBR1
DB00201	472	drug	protein	caffeine	ATM
DB00619	25	drug	protein	imatinib	ABL1
DB06616	25	drug	protein	bosutinib	ABL1
DB04868	25	drug	protein	nilotinib	ABL1
DB08901	25	drug	protein	ponatinib	ABL1
DB08896	25	drug	protein	regorafenib	ABL1
DB12010	25	drug	protein	fostamatinib	ABL1
DB01254	25	drug	protein	dasatinib	ABL1
DB00619	4914	drug	protein	imatinib	NTRK1
DB08896	4914	drug	protein	regorafenib	NTRK1
DB12010	4914	drug	protein	fostamatinib	NTRK1
DB00321	4914	drug	protein	amitriptyline	NTRK1
DB12010	2242	drug	protein	fostamatinib	FES
DB06616	6714	drug	protein	bosutinib	SRC
DB08901	6714	drug	protein	ponatinib	SRC
DB12010	6714	drug	protein	fostamatinib	SRC
DB09079	6714	drug	protein	nintedanib	SRC
DB04272	6714	drug	protein		SRC
DB01254	6714	drug	protein	dasatinib	SRC
DB05294	6714	drug	protein	vandetanib	SRC
DB12010	2048	drug	protein	fostamatinib	EPHB2
DB05294	2048	drug	protein	vandetanib	EPHB2
DB00922	7137	drug	protein	levosimendan	TNNI3
DB01023	7137	drug	protein	felodipine	TNNI3
DB01244	7137	drug	protein	bepridil	TNNI3
DB00831	7137	drug	protein	trifluoperazine	TNNI3
DB00945	7157	drug	protein	aspirin	TP53
DB01593	7157	drug	protein	zinc	TP53
DB00188	5708	drug	protein	bortezomib	PSMD2
DB00398	4921	drug	protein	sorafenib	DDR2
DB08896	4921	drug	protein	regorafenib	DDR2
DB12010	4921	drug	protein	fostamatinib	DDR2
DB00108	3676	drug	protein	Natalizumab	ITGA4
DB09033	3676	drug	protein	vedolizumab	ITGA4
DB00290	3980	drug	protein	bleomycin	LIG3
DB01349	186	drug	protein	Tasosartan	AGTR2
DB00796	186	drug	protein	candesartan-cilextil	AGTR2
DB08822	186	drug	protein	Azilsartan medoxomil	AGTR2
DB09121	5584	drug	protein	aurothioglucose	PRKCI
DB12010	5584	drug	protein	fostamatinib	PRKCI
DB00675	5584	drug	protein	tamoxifen	PRKCI
DB12010	660	drug	protein	fostamatinib	BMX
DB09053	660	drug	protein	ibrutinib	BMX
DB12010	8573	drug	protein	fostamatinib	CASK
DB00798	4036	drug	protein	Gentamicins	LRP2
DB00071	4036	drug	protein	insulin, neutral	LRP2
DB00030	4036	drug	protein	insulin human	LRP2
gentamycin	4036	drug	protein		LRP2
DB00013	4036	drug	protein	Urokinase	LRP2
DB12010	2066	drug	protein	fostamatinib	ERBB4
DB05294	2066	drug	protein	vandetanib	ERBB4
DB03793	9367	drug	protein	Benzoic Acid	RAB9A
DB05016	1756	drug	protein	ataluren	DMD
DB00055	2157	drug	protein		F8
DB13933	2157	drug	protein	NONACOG BETA PEGOL	F8
DB11571	2157	drug	protein		F8
DB11572	2157	drug	protein	THROMBIN ALFA	F8
