node_1	node_1_id	node_1_type	node_2	node_2_id	node_2_type
PPARG	5468	protein	cellular response to low-density lipoprotein particle stimulus	GO:0071404	biological_function
PPARG	5468	protein	negative regulation of interferon-gamma-mediated signaling pathway	GO:0060336	biological_function
PPARG	5468	protein	negative regulation of gene silencing by miRNA	GO:0060965	biological_function
PPARG	5468	protein	pri-miRNA transcription by RNA polymerase II	GO:0061614	biological_function
PPARA	5465	protein	regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter	GO:0072363	biological_function
PPARA	5465	protein	regulation of cellular ketone metabolic process by positive regulation of transcription from RNA polymerase II promoter	GO:0072366	biological_function
PPARA	5465	protein	regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter	GO:0072369	biological_function
PPARA	5465	protein	negative regulation of pri-miRNA transcription by RNA polymerase II	GO:1902894	biological_function
PPARG	5468	protein	negative regulation of vascular smooth muscle cell proliferation	GO:1904706	biological_function
PPARG	5468	protein	positive regulation of vascular associated smooth muscle cell apoptotic process	GO:1905461	biological_function
PPARG	5468	protein	negative regulation of vascular endothelial cell proliferation	GO:1905563	biological_function
negative regulation of transcription by RNA polymerase II	GO:0000122	biological_function	negative regulation of transcription, DNA-templated	GO:0045892	biological_function
apoptotic signaling pathway	GO:0097190	biological_function	apoptotic process	GO:0006915	biological_function
apoptotic signaling pathway	GO:0097190	biological_function	signal transduction	GO:0007165	biological_function
positive regulation of transcription by RNA polymerase II	GO:0045944	biological_function	positive regulation of transcription, DNA-templated	GO:0045893	biological_function
negative regulation of macrophage derived foam cell differentiation	GO:0010745	biological_function	macrophage derived foam cell differentiation	GO:0010742	biological_function
regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter	GO:0072363	biological_function	positive regulation of transcription by RNA polymerase II	GO:0045944	biological_function
regulation of cellular ketone metabolic process by positive regulation of transcription from RNA polymerase II promoter	GO:0072366	biological_function	positive regulation of transcription by RNA polymerase II	GO:0045944	biological_function
regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter	GO:0072369	biological_function	positive regulation of transcription by RNA polymerase II	GO:0045944	biological_function
negative regulation of pri-miRNA transcription by RNA polymerase II	GO:1902894	biological_function	pri-miRNA transcription by RNA polymerase II	GO:0061614	biological_function
negative regulation of pri-miRNA transcription by RNA polymerase II	GO:1902894	biological_function	negative regulation of transcription by RNA polymerase II	GO:0000122	biological_function
negative regulation of vascular smooth muscle cell proliferation	GO:1904706	biological_function	negative regulation of smooth muscle cell proliferation	GO:0048662	biological_function
