node_1	node_1_id	node_1_type	node_2	node_2_id	node_2_type
Myocardial Infarction	C0027051	indication	GCLC	2729	protein
Myocardial Infarction	C0027051	indication	OLR1	4973	protein
Myocardial Infarction	C0027051	indication	GCLM	2730	protein
Myocardial Infarction	C0027051	indication	GGT1	2678	protein
Myocardial Infarction	C0027051	indication	PDE3A	5139	protein
Myocardial Infarction	C0027051	indication	CYP27A1	1593	protein
Myocardial Infarction	C0027051	indication	TNFSF4	7292	protein
Myocardial Infarction	C0027051	indication	EPO	2056	protein
Myocardial Infarction	C0027051	indication	AGT	183	protein
Myocardial Infarction	C0027051	indication		64805	protein
Myocardial Infarction	C0027051	indication		4306	protein
Myocardial Infarction	C0027051	indication	GLA	2717	protein
Myocardial Infarction	C0027051	indication	BRAP	8315	protein
Myocardial Infarction	C0027051	indication		51330	protein
APOB	338	protein	CALR	811	protein
APOB	338	protein	HSPA5	3309	protein
APOB	338	protein	MYH9	4627	protein
APOB	338	protein	MIA3	375056	protein
APOB	338	protein	LDLR	3949	protein
ESR1	2099	protein	TP53	7157	protein
ESR1	2099	protein	NRIP1	8204	protein
ESR1	2099	protein	PPARGC1A	10891	protein
ESR1	2099	protein	MYH9	4627	protein
ESR1	2099	protein	HSPA5	3309	protein
ESR1	2099	protein	NOS3	4846	protein
ESR1	2099	protein	APOE	348	protein
TGFB1	7040	protein	MMP9	4318	protein
TGFB1	7040	protein	MMP2	4313	protein
TGFB1	7040	protein	HSPA5	3309	protein
HSPA5	3309	protein	LDLR	3949	protein
HSPA5	3309	protein	TP53	7157	protein
HSPA5	3309	protein	MYH9	4627	protein
HSPA5	3309	protein	NOS2	4843	protein
HSPA5	3309	protein	HLA-B	3106	protein
HSPA5	3309	protein	PDE3A	5139	protein
HSPA5	3309	protein	DDIT3	1649	protein
HSPA5	3309	protein	TNF	7124	protein
HSPA5	3309	protein	PSMA6	5687	protein
HSPA5	3309	protein	CALR	811	protein
JAK2	3717	protein	MPL	4352	protein
LMNA	4000	protein	TP53	7157	protein
LMNA	4000	protein	THBD	7056	protein
LMNA	4000	protein	TNF	7124	protein
BCL2	596	protein	BAX	581	protein
BCL2	596	protein	CASP3	836	protein
BCL2	596	protein	BCL2L1	598	protein
BCL2	596	protein	TP53	7157	protein
BCL2	596	protein	VDAC1	7416	protein
NRIP1	8204	protein	PPARGC1A	10891	protein
ATM	472	protein	TP53	7157	protein
ATM	472	protein	WRN	7486	protein
ATM	472	protein	CREB1	1385	protein
TNNI3	7137	protein	PAPPA	5069	protein
TP53	7157	protein	S100B	6285	protein
TP53	7157	protein	CREB1	1385	protein
TP53	7157	protein	WRN	7486	protein
TP53	7157	protein	DAB2IP	153090	protein
TP53	7157	protein	BCL2L1	598	protein
TP53	7157	protein	PPARGC1A	10891	protein
TP53	7157	protein	ACTA2	59	protein
TP53	7157	protein	MYH9	4627	protein
TP53	7157	protein	BAX	581	protein
TP53	7157	protein	CASP3	836	protein
TP53	7157	protein	MMP2	4313	protein
BCL2L1	598	protein	BAX	581	protein
BCL2L1	598	protein	VDAC1	7416	protein
BAX	581	protein	VDAC1	7416	protein
BAX	581	protein	CASP3	836	protein
DDIT3	1649	protein	F2	2147	protein
CKB	1152	protein	CKM	1158	protein
CKB	1152	protein	VDAC1	7416	protein
LDLRAP1	26119	protein	LDLR	3949	protein
HLA-B	3106	protein	CALR	811	protein
HLA-B	3106	protein	PSMA6	5687	protein
HLA-B	3106	protein	VDAC1	7416	protein
MYH9	4627	protein	ACTA2	59	protein
MYH9	4627	protein	TNF	7124	protein
MYH9	4627	protein	TET2	54790	protein
CALR	811	protein	F5	2153	protein
CALR	811	protein	LPL	4023	protein
TIMP2	7077	protein	MMP2	4313	protein
TIMP2	7077	protein	PSMA6	5687	protein
VDAC1	7416	protein	APOE	348	protein
VDAC1	7416	protein	LDHA	3939	protein
PSMA6	5687	protein	NOS2	4843	protein
TNF	7124	protein	LTA	4049	protein
CASP3	836	protein	PDE5A	8654	protein
CREB1	1385	protein	CREM	1390	protein
APOE	348	protein	LRP8	7804	protein
APOE	348	protein	NOS3	4846	protein
APOE	348	protein	LDLR	3949	protein
APOE	348	protein	HP	3240	protein
F2	2147	protein	THBD	7056	protein
F2	2147	protein	F5	2153	protein
F2	2147	protein	F13A1	2162	protein
NOS3	4846	protein	NOS2	4843	protein
REN	5972	protein	AGT	183	protein
ITGB3	3690	protein	MMP2	4313	protein
MMP2	4313	protein	IL1B	3553	protein
LTA	4049	protein	LGALS2	3957	protein
F5	2153	protein	OLR1	4973	protein
LDHA	3939	protein	TET2	54790	protein
GCLC	2729	protein	GCLM	2730	protein
